collision_index,collision_year,severity_binary,is_night,is_weekend,young_passenger,driver_sex,severity,lighting,day_type,young_passenger_label
2019500848290,2019,0,1,0,0,Male only,Lower severity,Night,Weekday,No young passenger
2023041264635,2023,0,0,0,0,Male only,Lower severity,Day,Weekday,No young passenger
2020450952992,2020,1,0,1,0,Female only,Higher severity,Day,Weekend,No young passenger
2022010393638,2022,0,0,1,0,Male only,Lower severity,Day,Weekend,No young passenger
2024631451796,2024,0,1,0,0,Female only,Lower severity,Night,Weekday,No young passenger
2023501366553,2023,1,1,0,0,Male only,Higher severity,Night,Weekday,No young passenger
201860W010414,2018,0,0,1,1,Male only,Lower severity,Day,Weekend,Young passenger present
2021320680351,2021,0,0,0,0,Male only,Lower severity,Day,Weekday,No young passenger
2024440299228,2024,0,0,0,0,Female only,Lower severity,Day,Weekday,No young passenger
2023440516523,2023,0,1,0,1,Male only,Lower severity,Night,Weekday,Young passenger present
2018200807555,2018,0,0,0,0,Male only,Lower severity,Day,Weekday,No young passenger
2018520803202,2018,0,0,0,0,Male only,Lower severity,Day,Weekday,No young passenger
2021421015489,2021,0,0,1,0,Male only,Lower severity,Day,Weekend,No young passenger
2018450300037,2018,1,0,0,0,Male only,Higher severity,Day,Weekday,No young passenger
20191368C1167,2019,0,0,0,0,Male only,Lower severity,Day,Weekday,No young passenger
2020520002095,2020,0,1,0,0,Female only,Lower severity,Night,Weekday,No young passenger
2019450825511,2019,0,0,1,0,Male only,Lower severity,Day,Weekend,No young passenger
2018200328312,2018,0,0,0,0,Male only,Lower severity,Day,Weekday,No young passenger
2021421017777,2021,1,0,0,1,Male only,Higher severity,Day,Weekday,Young passenger present
2022041204149,2022,0,0,1,1,Male only,Lower severity,Day,Weekend,Young passenger present
202006Q278770,2020,0,0,0,0,Male only,Lower severity,Day,Weekday,No young passenger
2021471081585,2021,0,0,1,0,Male only,Lower severity,Day,Weekend,No young passenger
2020302100255,2020,0,1,0,0,Male only,Lower severity,Night,Weekday,No young passenger
2024520403436,2024,0,1,0,1,Male only,Lower severity,Night,Weekday,Young passenger present
2019010212350,2019,0,0,0,0,Female only,Lower severity,Day,Weekday,No young passenger
2021461110984,2021,0,0,0,0,Female only,Lower severity,Day,Weekday,No young passenger
2024531472959,2024,1,1,0,1,Male only,Higher severity,Night,Weekday,Young passenger present
2019471902630,2019,0,1,0,1,Female only,Lower severity,Night,Weekday,Young passenger present
2018460295304,2018,0,0,0,1,Male only,Lower severity,Day,Weekday,Young passenger present
2022421232735,2022,1,0,0,0,Female only,Higher severity,Day,Weekday,No young passenger
2023101349374,2023,0,0,0,0,Female only,Lower severity,Day,Weekday,No young passenger
2021010341394,2021,0,1,0,0,Male only,Lower severity,Night,Weekday,No young passenger
2019040853520,2019,0,1,0,0,Male only,Lower severity,Night,Weekday,No young passenger
2020010284283,2020,0,1,1,0,Male only,Lower severity,Night,Weekend,No young passenger
2018010096653,2018,0,1,1,1,Female only,Lower severity,Night,Weekend,Young passenger present
20181359L0862,2018,0,0,1,0,Male only,Lower severity,Day,Weekend,No young passenger
2019440129002,2019,1,0,0,1,Female only,Higher severity,Day,Weekday,Young passenger present
2019440248492,2019,0,0,0,1,Male only,Lower severity,Day,Weekday,Young passenger present
2024501414950,2024,1,0,0,0,Male only,Higher severity,Day,Weekday,No young passenger
2021421065037,2021,0,0,0,0,Male only,Lower severity,Day,Weekday,No young passenger
2023461303560,2023,0,0,0,0,Male only,Lower severity,Day,Weekday,No young passenger
2020010236594,2020,0,0,1,1,Male only,Lower severity,Day,Weekend,Young passenger present
201806M248586,2018,0,1,1,0,Female only,Lower severity,Night,Weekend,No young passenger
2022440210493,2022,0,0,1,0,Female only,Lower severity,Day,Weekend,No young passenger
2022411266750,2022,0,0,1,1,Male only,Lower severity,Day,Weekend,Young passenger present
2020140948320,2020,1,0,0,0,Male only,Higher severity,Day,Weekday,No young passenger
2021131084056,2021,1,1,0,0,Male only,Higher severity,Night,Weekday,No young passenger
2020137BK1470,2020,0,1,1,1,Male only,Lower severity,Night,Weekend,Young passenger present
2019542841419,2019,0,0,1,0,Male only,Lower severity,Day,Weekend,No young passenger
202234WNC5242,2022,0,1,0,1,Male only,Lower severity,Night,Weekday,Young passenger present
2024141417742,2024,0,0,0,1,Male only,Lower severity,Day,Weekday,Young passenger present
2021451038175,2021,0,0,0,0,Male only,Lower severity,Day,Weekday,No young passenger
2019410928547,2019,0,1,0,0,Male only,Lower severity,Night,Weekday,No young passenger
2018340E00201,2018,0,0,0,1,Male only,Lower severity,Day,Weekday,Young passenger present
2022201216011,2022,1,0,0,0,Male only,Higher severity,Day,Weekday,No young passenger
2023501349710,2023,1,1,0,0,Male only,Higher severity,Night,Weekday,No young passenger
2024451534467,2024,1,1,0,1,Female only,Higher severity,Night,Weekday,Young passenger present
2018010110729,2018,0,1,0,0,Male only,Lower severity,Night,Weekday,No young passenger
2024451411164,2024,1,1,0,1,Male only,Higher severity,Night,Weekday,Young passenger present
20181354K0782,2018,0,0,1,0,Male only,Lower severity,Day,Weekend,No young passenger
2019440046438,2019,0,1,0,0,Female only,Lower severity,Night,Weekday,No young passenger
2022041251935,2022,0,0,1,0,Male only,Lower severity,Day,Weekend,No young passenger
2020450980787,2020,0,1,0,0,Female only,Lower severity,Night,Weekday,No young passenger
2023201416120,2023,1,0,1,0,Male only,Higher severity,Day,Weekend,No young passenger
201963A024619,2019,0,1,1,0,Male only,Lower severity,Night,Weekend,No young passenger
2018450293470,2018,1,0,0,0,Female only,Higher severity,Day,Weekday,No young passenger
2024361503668,2024,1,1,0,0,Female only,Higher severity,Night,Weekday,No young passenger
2018010108114,2018,1,0,0,0,Male only,Higher severity,Day,Weekday,No young passenger
2024531517909,2024,0,0,0,1,Male only,Lower severity,Day,Weekday,Young passenger present
2024522403117,2024,0,0,0,0,Male only,Lower severity,Day,Weekday,No young passenger
2019460832733,2019,0,0,0,0,Male only,Lower severity,Day,Weekday,No young passenger
201906K366774,2019,0,1,0,0,Female only,Lower severity,Night,Weekday,No young passenger
202160Z111308,2021,1,0,0,0,Male only,Higher severity,Day,Weekday,No young passenger
2018400310716,2018,0,0,1,0,Female only,Lower severity,Day,Weekend,No young passenger
2024041436199,2024,0,0,1,0,Male only,Lower severity,Day,Weekend,No young passenger
2023440022279,2023,0,0,0,0,Female only,Lower severity,Day,Weekday,No young passenger
2019340S07631,2019,0,0,0,0,Female only,Lower severity,Day,Weekday,No young passenger
2023411377881,2023,1,1,1,0,Male only,Higher severity,Night,Weekend,No young passenger
2018430339867,2018,0,1,0,0,Male only,Lower severity,Night,Weekday,No young passenger
2020460973977,2020,0,1,1,0,Female only,Lower severity,Night,Weekend,No young passenger
2020470998739,2020,0,1,1,1,Male only,Lower severity,Night,Weekend,Young passenger present
2022201250754,2022,0,0,1,0,Male only,Lower severity,Day,Weekend,No young passenger
2019400890874,2019,1,1,0,0,Male only,Higher severity,Night,Weekday,No young passenger
2018546060118,2018,0,0,0,0,Male only,Lower severity,Day,Weekday,No young passenger
2019350862916,2019,0,0,0,0,Female only,Lower severity,Day,Weekday,No young passenger
202131A128121,2021,0,0,0,0,Male only,Lower severity,Day,Weekday,No young passenger
2022031214648,2022,0,0,0,0,Male only,Lower severity,Day,Weekday,No young passenger
2022061249000,2022,0,1,0,1,Female only,Lower severity,Night,Weekday,Young passenger present
2018610002018,2018,1,0,1,0,Female only,Higher severity,Day,Weekend,No young passenger
2022471145043,2022,1,1,1,1,Male only,Higher severity,Night,Weekend,Young passenger present
2023430208189,2023,0,1,1,1,Male only,Lower severity,Night,Weekend,Young passenger present
2022201190026,2022,0,0,0,0,Male only,Lower severity,Day,Weekday,No young passenger
2023041392643,2023,0,0,0,0,Female only,Lower severity,Day,Weekday,No young passenger
2022622200458,2022,0,0,1,0,Female only,Lower severity,Day,Weekend,No young passenger
2020200994483,2020,0,0,0,0,Male only,Lower severity,Day,Weekday,No young passenger
2022461224125,2022,0,1,1,0,Female only,Lower severity,Night,Weekend,No young passenger
2020320396527,2020,0,0,1,1,Male only,Lower severity,Day,Weekend,Young passenger present
2018360353878,2018,0,1,1,0,Female only,Lower severity,Night,Weekend,No young passenger
2020030945934,2020,0,0,1,0,Female only,Lower severity,Day,Weekend,No young passenger
2018430129090,2018,0,0,0,0,Male only,Lower severity,Day,Weekday,No young passenger
202006P268156,2020,0,0,0,1,Male only,Lower severity,Day,Weekday,Young passenger present
2020460969626,2020,0,0,1,0,Male only,Lower severity,Day,Weekend,No young passenger
2024461428997,2024,1,1,0,1,Male only,Higher severity,Night,Weekday,Young passenger present
2022371226325,2022,0,0,0,0,Male only,Lower severity,Day,Weekday,No young passenger
2018420324484,2018,0,1,1,1,Female only,Lower severity,Night,Weekend,Young passenger present
2024461418764,2024,1,0,1,0,Male only,Higher severity,Day,Weekend,No young passenger
2022221220275,2022,0,1,0,1,Male only,Lower severity,Night,Weekday,Young passenger present
2020140928178,2020,0,1,1,0,Unknown,Lower severity,Night,Weekend,No young passenger
2021070610904,2021,0,0,0,0,Male only,Lower severity,Day,Weekday,No young passenger
2023010478863,2023,0,1,0,0,Male only,Lower severity,Night,Weekday,No young passenger
2018471805488,2018,0,1,0,1,Male only,Lower severity,Night,Weekday,Young passenger present
2023201338779,2023,0,1,0,0,Male only,Lower severity,Night,Weekday,No young passenger
2022201193427,2022,0,1,0,0,Male only,Lower severity,Night,Weekday,No young passenger
2018110321007,2018,0,0,0,0,Female only,Lower severity,Day,Weekday,No young passenger
2020320006159,2020,0,0,1,0,Male only,Lower severity,Day,Weekend,No young passenger
2019450848043,2019,0,0,1,0,Female only,Lower severity,Day,Weekend,No young passenger
2023430308793,2023,0,1,0,0,Female only,Lower severity,Night,Weekday,No young passenger
2020100955764,2020,0,0,0,0,Female only,Lower severity,Day,Weekday,No young passenger
2022332200176,2022,1,1,0,0,Male only,Higher severity,Night,Weekday,No young passenger
2023610046423,2023,1,1,0,1,Male only,Higher severity,Night,Weekday,Young passenger present
2020100955602,2020,0,0,1,0,Male only,Lower severity,Day,Weekend,No young passenger
20225222SS012,2022,0,0,0,0,Male only,Lower severity,Day,Weekday,No young passenger
2018220295899,2018,1,0,0,0,Male only,Higher severity,Day,Weekday,No young passenger
2023122300868,2023,0,0,1,0,Female only,Lower severity,Day,Weekend,No young passenger
202263C089622,2022,0,1,1,0,Male only,Lower severity,Night,Weekend,No young passenger
201804EG18046,2018,0,1,1,0,Male only,Lower severity,Night,Weekend,No young passenger
2019010199959,2019,0,0,1,0,Male only,Lower severity,Day,Weekend,No young passenger
2021501093106,2021,0,0,0,0,Female only,Lower severity,Day,Weekday,No young passenger
2018430271959,2018,1,1,0,1,Mixed sex,Higher severity,Night,Weekday,Young passenger present
2021131062993,2021,0,0,0,1,Male only,Lower severity,Day,Weekday,Young passenger present
2020401008289,2020,1,1,0,1,Male only,Higher severity,Night,Weekday,Young passenger present
2018460349551,2018,0,1,0,0,Female only,Lower severity,Night,Weekday,No young passenger
2023421284514,2023,0,1,0,0,Male only,Lower severity,Night,Weekday,No young passenger
2023231263955,2023,0,1,0,0,Male only,Lower severity,Night,Weekday,No young passenger
2018551800631,2018,0,0,1,0,Female only,Lower severity,Day,Weekend,No young passenger
2018220310738,2018,0,0,1,0,Male only,Lower severity,Day,Weekend,No young passenger
2023131289350,2023,1,0,0,0,Male only,Higher severity,Day,Weekday,No young passenger
202106F078773,2021,0,1,0,1,Male only,Lower severity,Night,Weekday,Young passenger present
2018010111673,2018,0,0,1,0,Male only,Lower severity,Day,Weekend,No young passenger
2020350926389,2020,0,0,0,0,Male only,Lower severity,Day,Weekday,No young passenger
2019520903335,2019,1,0,0,0,Female only,Higher severity,Day,Weekday,No young passenger
2022461193996,2022,0,1,1,0,Male only,Lower severity,Night,Weekend,No young passenger
2022471231026,2022,1,1,0,0,Male only,Higher severity,Night,Weekday,No young passenger
2021421111761,2021,1,0,0,0,Male only,Higher severity,Day,Weekday,No young passenger
2020461008172,2020,1,0,0,1,Male only,Higher severity,Day,Weekday,Young passenger present
2021041109653,2021,0,1,0,0,Female only,Lower severity,Night,Weekday,No young passenger
2018520801952,2018,0,1,0,1,Female only,Lower severity,Night,Weekday,Young passenger present
2018360297607,2018,0,0,0,0,Male only,Lower severity,Day,Weekday,No young passenger
2023451308126,2023,0,1,0,1,Female only,Lower severity,Night,Weekday,Young passenger present
202131D082721,2021,0,0,0,0,Female only,Lower severity,Day,Weekday,No young passenger
2019460883236,2019,0,0,0,0,Female only,Lower severity,Day,Weekday,No young passenger
2022320308241,2022,0,1,1,1,Male only,Lower severity,Night,Weekend,Young passenger present
2024471480567,2024,0,0,1,0,Female only,Lower severity,Day,Weekend,No young passenger
201860W120957,2018,1,0,1,0,Female only,Higher severity,Day,Weekend,No young passenger
2024221404357,2024,0,0,1,1,Female only,Lower severity,Day,Weekend,Young passenger present
2022501153316,2022,0,0,0,0,Female only,Lower severity,Day,Weekday,No young passenger
2022440431358,2022,0,1,0,1,Male only,Lower severity,Night,Weekday,Young passenger present
2021471117948,2021,0,0,0,0,Male only,Lower severity,Day,Weekday,No young passenger
2024052400716,2024,0,1,1,1,Male only,Lower severity,Night,Weekend,Young passenger present
2020400932599,2020,1,0,0,0,Male only,Higher severity,Day,Weekday,No young passenger
2024070522713,2024,0,0,0,0,Female only,Lower severity,Day,Weekday,No young passenger
2018010142056,2018,0,1,0,0,Male only,Lower severity,Night,Weekday,No young passenger
2024451494640,2024,1,0,1,1,Male only,Higher severity,Day,Weekend,Young passenger present
2019420821460,2019,0,1,0,0,Female only,Lower severity,Night,Weekday,No young passenger
2021531060106,2021,0,0,1,0,Female only,Lower severity,Day,Weekend,No young passenger
2021221066615,2021,0,0,0,0,Male only,Lower severity,Day,Weekday,No young passenger
2019010203921,2019,0,0,1,0,Male only,Lower severity,Day,Weekend,No young passenger
2018430237173,2018,1,1,0,0,Male only,Higher severity,Night,Weekday,No young passenger
2021201065933,2021,0,0,0,0,Male only,Lower severity,Day,Weekday,No young passenger
2019430107004,2019,0,0,0,0,Female only,Lower severity,Day,Weekday,No young passenger
2018500274665,2018,0,1,0,1,Male only,Lower severity,Night,Weekday,Young passenger present
2019440228768,2019,0,0,0,0,Male only,Lower severity,Day,Weekday,No young passenger
2018350806197,2018,1,0,0,0,Female only,Higher severity,Day,Weekday,No young passenger
2020140924876,2020,0,0,0,0,Male only,Lower severity,Day,Weekday,No young passenger
2018170M30678,2018,0,0,1,0,Male only,Lower severity,Day,Weekend,No young passenger
2024501420164,2024,0,0,1,0,Male only,Lower severity,Day,Weekend,No young passenger
2023430039937,2023,0,0,1,0,Male only,Lower severity,Day,Weekend,No young passenger
2018440157213,2018,0,1,1,0,Mixed sex,Lower severity,Night,Weekend,No young passenger
201831C051418,2018,0,0,0,0,Female only,Lower severity,Day,Weekday,No young passenger
2021201047261,2021,0,1,0,0,Male only,Lower severity,Night,Weekday,No young passenger
2019500824655,2019,0,0,1,0,Female only,Lower severity,Day,Weekend,No young passenger
2021161035436,2021,0,0,0,0,Female only,Lower severity,Day,Weekday,No young passenger
2023141371837,2023,0,1,0,0,Male only,Lower severity,Night,Weekday,No young passenger
2024122400191,2024,0,1,0,1,Male only,Lower severity,Night,Weekday,Young passenger present
2018551800653,2018,0,0,0,1,Female only,Lower severity,Day,Weekday,Young passenger present
2024545535724,2024,0,0,1,0,Male only,Lower severity,Day,Weekend,No young passenger
2024430546409,2024,0,1,0,0,Female only,Lower severity,Night,Weekday,No young passenger
2018135AE0208,2018,0,1,0,0,Male only,Lower severity,Night,Weekday,No young passenger
2018010117233,2018,0,0,0,0,Male only,Lower severity,Day,Weekday,No young passenger
2019430019408,2019,0,1,1,1,Male only,Lower severity,Night,Weekend,Young passenger present
2019551900064,2019,0,1,0,0,Male only,Lower severity,Night,Weekday,No young passenger
2024501406599,2024,0,0,0,0,Male only,Lower severity,Day,Weekday,No young passenger
201954A631419,2019,1,1,0,1,Male only,Higher severity,Night,Weekday,Young passenger present
2023131376861,2023,1,1,0,0,Male only,Higher severity,Night,Weekday,No young passenger
2024501474893,2024,0,0,1,0,Female only,Lower severity,Day,Weekend,No young passenger
2021061070353,2021,1,0,0,0,Male only,Higher severity,Day,Weekday,No young passenger
2023522400183,2023,0,0,0,0,Male only,Lower severity,Day,Weekday,No young passenger
2020420975040,2020,0,0,1,0,Male only,Lower severity,Day,Weekend,No young passenger
2021170S11131,2021,0,0,0,0,Female only,Lower severity,Day,Weekday,No young passenger
2020302000069,2020,0,0,0,1,Female only,Lower severity,Day,Weekday,Young passenger present
2022052202572,2022,0,1,0,1,Female only,Lower severity,Night,Weekday,Young passenger present
2022070022245,2022,0,1,0,1,Male only,Lower severity,Night,Weekday,Young passenger present
2019121901254,2019,0,0,1,0,Male only,Lower severity,Day,Weekend,No young passenger
2020052001576,2020,0,0,0,0,Female only,Lower severity,Day,Weekday,No young passenger
2023540586123,2023,0,1,0,1,Male only,Lower severity,Night,Weekday,Young passenger present
2019200880559,2019,0,0,0,0,Male only,Lower severity,Day,Weekday,No young passenger
2022131133707,2022,0,1,0,0,Female only,Lower severity,Night,Weekday,No young passenger
2023552300954,2023,0,0,0,0,Male only,Lower severity,Day,Weekday,No young passenger
2021201106067,2021,1,1,0,0,Male only,Higher severity,Night,Weekday,No young passenger
2020160995660,2020,0,1,0,0,Male only,Lower severity,Night,Weekday,No young passenger
2022430401417,2022,1,0,0,0,Female only,Higher severity,Day,Weekday,No young passenger
2022501233303,2022,0,1,1,0,Male only,Lower severity,Night,Weekend,No young passenger
2019040861797,2019,1,0,0,1,Male only,Higher severity,Day,Weekday,Young passenger present
2019521903450,2019,0,1,0,0,Male only,Lower severity,Night,Weekday,No young passenger
2021141038901,2021,1,0,0,0,Male only,Higher severity,Day,Weekday,No young passenger
2022141205132,2022,1,1,0,1,Female only,Higher severity,Night,Weekday,Young passenger present
2019136781836,2019,0,0,0,0,Male only,Lower severity,Day,Weekday,No young passenger
2020440435233,2020,0,1,0,0,Female only,Lower severity,Night,Weekday,No young passenger
2022052200967,2022,1,1,0,0,Male only,Higher severity,Night,Weekday,No young passenger
2018420294802,2018,1,1,0,0,Male only,Higher severity,Night,Weekday,No young passenger
2024552401001,2024,0,0,0,0,Male only,Lower severity,Day,Weekday,No young passenger
2023430130311,2023,0,0,1,0,Male only,Lower severity,Day,Weekend,No young passenger
2019040853463,2019,1,0,1,0,Female only,Higher severity,Day,Weekend,No young passenger
2024131488446,2024,1,0,1,0,Female only,Higher severity,Day,Weekend,No young passenger
2020100974226,2020,0,0,0,0,Male only,Lower severity,Day,Weekday,No young passenger
2018140314914,2018,1,1,1,1,Male only,Higher severity,Night,Weekend,Young passenger present
2019200880970,2019,0,0,0,0,Male only,Lower severity,Day,Weekday,No young passenger
2022070126951,2022,1,0,0,0,Male only,Higher severity,Day,Weekday,No young passenger
2018220295100,2018,0,0,0,0,Male only,Lower severity,Day,Weekday,No young passenger
2022101179843,2022,0,0,0,0,Female only,Lower severity,Day,Weekday,No young passenger
2019547374619,2019,0,0,0,0,Male only,Lower severity,Day,Weekday,No young passenger
2023302300179,2023,0,1,0,0,Female only,Lower severity,Night,Weekday,No young passenger
2024351486741,2024,0,0,1,0,Female only,Lower severity,Day,Weekend,No young passenger
2023061394993,2023,0,0,0,0,Male only,Lower severity,Day,Weekday,No young passenger
2019350845065,2019,1,0,0,0,Female only,Higher severity,Day,Weekday,No young passenger
2019070017358,2019,0,0,0,1,Female only,Lower severity,Day,Weekday,Young passenger present
2023122300705,2023,0,0,0,0,Male only,Lower severity,Day,Weekday,No young passenger
2020470954560,2020,0,0,0,0,Male only,Lower severity,Day,Weekday,No young passenger
2020400985742,2020,0,1,0,0,Male only,Lower severity,Night,Weekday,No young passenger
2018070280497,2018,0,1,1,0,Male only,Lower severity,Night,Weekend,No young passenger
2023131322378,2023,0,1,0,1,Male only,Lower severity,Night,Weekday,Young passenger present
2022461231216,2022,0,0,0,0,Male only,Lower severity,Day,Weekday,No young passenger
2019220863744,2019,1,0,0,0,Male only,Higher severity,Day,Weekday,No young passenger
2018140347823,2018,0,1,0,0,Male only,Lower severity,Night,Weekday,No young passenger
2018051801975,2018,0,0,1,0,Female only,Lower severity,Day,Weekend,No young passenger
2022070514097,2022,0,0,0,1,Female only,Lower severity,Day,Weekday,Young passenger present
2024332401102,2024,0,0,0,0,Female only,Lower severity,Day,Weekday,No young passenger
2022401223543,2022,1,1,0,0,Female only,Higher severity,Night,Weekday,No young passenger
2019552000002,2019,0,1,0,1,Female only,Lower severity,Night,Weekday,Young passenger present
2020522101031,2020,0,1,1,0,Male only,Lower severity,Night,Weekend,No young passenger
201831C149318,2018,1,0,1,0,Male only,Higher severity,Day,Weekend,No young passenger
2019220816266,2019,0,0,0,0,Female only,Lower severity,Day,Weekday,No young passenger
2023070758755,2023,1,1,0,0,Male only,Higher severity,Night,Weekday,No young passenger
201806L146224,2018,0,1,0,1,Female only,Lower severity,Night,Weekday,Young passenger present
2024501531586,2024,0,1,0,0,Female only,Lower severity,Night,Weekday,No young passenger
201804WD18022,2018,0,0,0,1,Female only,Lower severity,Day,Weekday,Young passenger present
2023010419551,2023,0,1,0,1,Male only,Lower severity,Night,Weekday,Young passenger present
2020332000946,2020,0,0,0,0,Male only,Lower severity,Day,Weekday,No young passenger
2021010350601,2021,0,0,1,0,Male only,Lower severity,Day,Weekend,No young passenger
2023311268449,2023,0,0,0,0,Male only,Lower severity,Day,Weekday,No young passenger
2020411022505,2020,0,0,0,1,Male only,Lower severity,Day,Weekday,Young passenger present
2019320536733,2019,0,1,0,0,Male only,Lower severity,Night,Weekday,No young passenger
2023010479425,2023,0,1,0,0,Male only,Lower severity,Night,Weekday,No young passenger
2018460353137,2018,0,1,0,0,Male only,Lower severity,Night,Weekday,No young passenger
2023221324810,2023,0,0,1,1,Female only,Lower severity,Day,Weekend,Young passenger present
2024451441505,2024,0,0,1,0,Male only,Lower severity,Day,Weekend,No young passenger
2018301800203,2018,0,1,1,0,Female only,Lower severity,Night,Weekend,No young passenger
2021421029940,2021,0,0,1,0,Male only,Lower severity,Day,Weekend,No young passenger
2021031029226,2021,0,0,0,0,Female only,Lower severity,Day,Weekday,No young passenger
2022440460434,2022,1,0,1,0,Female only,Higher severity,Day,Weekend,No young passenger
2023231300640,2023,0,0,0,0,Male only,Lower severity,Day,Weekday,No young passenger
2018210289424,2018,0,0,1,0,Female only,Lower severity,Day,Weekend,No young passenger
2023421307592,2023,0,1,1,0,Male only,Lower severity,Night,Weekend,No young passenger
2018010122611,2018,0,1,0,1,Male only,Lower severity,Night,Weekday,Young passenger present
2022461244603,2022,0,0,0,0,Male only,Lower severity,Day,Weekday,No young passenger
2021111131458,2021,1,1,0,0,Male only,Higher severity,Night,Weekday,No young passenger
2023131354180,2023,0,1,0,0,Female only,Lower severity,Night,Weekday,No young passenger
2019030875621,2019,0,0,0,0,Male only,Lower severity,Day,Weekday,No young passenger
2019040851020,2019,1,1,1,0,Male only,Higher severity,Night,Weekend,No young passenger
2018450801471,2018,0,0,0,0,Male only,Lower severity,Day,Weekday,No young passenger
2024631517342,2024,1,1,1,1,Female only,Higher severity,Night,Weekend,Young passenger present
2018210298753,2018,1,0,0,0,Male only,Higher severity,Day,Weekday,No young passenger
202163C008721,2021,0,0,0,0,Female only,Lower severity,Day,Weekday,No young passenger
2018010105518,2018,0,0,0,0,Male only,Lower severity,Day,Weekday,No young passenger
201863D014518,2018,1,1,0,0,Male only,Higher severity,Night,Weekday,No young passenger
2023010421518,2023,0,0,0,0,Female only,Lower severity,Day,Weekday,No young passenger
201963A044619,2019,0,0,1,1,Male only,Lower severity,Day,Weekend,Young passenger present
2019010156824,2019,0,1,0,0,Female only,Lower severity,Night,Weekday,No young passenger
2022320171289,2022,0,0,1,0,Male only,Lower severity,Day,Weekend,No young passenger
202131B091121,2021,0,0,0,0,Male only,Lower severity,Day,Weekday,No young passenger
2019460813251,2019,0,1,1,0,Female only,Lower severity,Night,Weekend,No young passenger
2023440073760,2023,0,0,0,1,Female only,Lower severity,Day,Weekday,Young passenger present
2023361294681,2023,0,1,1,0,Male only,Lower severity,Night,Weekend,No young passenger
201804WA18154,2018,0,0,1,0,Female only,Lower severity,Day,Weekend,No young passenger
2021440263776,2021,0,0,0,0,Male only,Lower severity,Day,Weekday,No young passenger
2024311471348,2024,0,0,1,0,Female only,Lower severity,Day,Weekend,No young passenger
202163B049421,2021,1,0,1,0,Male only,Higher severity,Day,Weekend,No young passenger
2024610045824,2024,0,1,1,0,Male only,Lower severity,Night,Weekend,No young passenger
2020430281187,2020,0,0,0,1,Female only,Lower severity,Day,Weekday,Young passenger present
2019010175720,2019,0,0,1,0,Male only,Lower severity,Day,Weekend,No young passenger
2023411407323,2023,0,0,0,1,Male only,Lower severity,Day,Weekday,Young passenger present
201931A209619,2019,0,0,0,0,Female only,Lower severity,Day,Weekday,No young passenger
202260B149526,2022,0,1,1,1,Male only,Lower severity,Night,Weekend,Young passenger present
2021010303951,2021,0,1,0,0,Male only,Lower severity,Night,Weekday,No young passenger
2024461514066,2024,0,1,1,0,Male only,Lower severity,Night,Weekend,No young passenger
2018410311629,2018,0,0,0,1,Male only,Lower severity,Day,Weekday,Young passenger present
2019040868971,2019,0,0,1,0,Male only,Lower severity,Day,Weekend,No young passenger
2019460866606,2019,0,0,1,0,Mixed sex,Lower severity,Day,Weekend,No young passenger
2018010136736,2018,0,0,0,0,Male only,Lower severity,Day,Weekday,No young passenger
2019030878178,2019,0,1,1,0,Male only,Lower severity,Night,Weekend,No young passenger
2019010214528,2019,0,0,0,0,Male only,Lower severity,Day,Weekday,No young passenger
2024141408432,2024,0,0,1,0,Male only,Lower severity,Day,Weekend,No young passenger
202263A098822,2022,0,0,0,0,Female only,Lower severity,Day,Weekday,No young passenger
2022010374672,2022,0,1,0,0,Male only,Lower severity,Night,Weekday,No young passenger
2024440137842,2024,0,0,0,1,Male only,Lower severity,Day,Weekday,Young passenger present
2018010143582,2018,0,1,0,0,Male only,Lower severity,Night,Weekday,No young passenger
201906A363599,2019,0,0,1,0,Male only,Lower severity,Day,Weekend,No young passenger
2019010205323,2019,0,0,1,0,Male only,Lower severity,Day,Weekend,No young passenger
2018500310255,2018,0,0,0,0,Male only,Lower severity,Day,Weekday,No young passenger
2019440367455,2019,0,0,0,0,Male only,Lower severity,Day,Weekday,No young passenger
2018621800646,2018,0,0,0,0,Female only,Lower severity,Day,Weekday,No young passenger
2023631392590,2023,0,1,0,1,Female only,Lower severity,Night,Weekday,Young passenger present
2018460311727,2018,0,0,0,0,Female only,Lower severity,Day,Weekday,No young passenger
2024010488215,2024,0,0,0,0,Male only,Lower severity,Day,Weekday,No young passenger
2018540649518,2018,1,1,0,0,Male only,Higher severity,Night,Weekday,No young passenger
2018010126799,2018,0,0,1,0,Male only,Lower severity,Day,Weekend,No young passenger
2019420811792,2019,0,0,0,0,Male only,Lower severity,Day,Weekday,No young passenger
2021461053233,2021,1,0,0,0,Male only,Higher severity,Day,Weekday,No young passenger
2024131528191,2024,0,0,0,0,Male only,Lower severity,Day,Weekday,No young passenger
2019460857539,2019,1,0,0,0,Male only,Higher severity,Day,Weekday,No young passenger
2018450281091,2018,0,1,0,0,Female only,Lower severity,Night,Weekday,No young passenger
2022221147563,2022,0,0,1,1,Male only,Lower severity,Day,Weekend,Young passenger present
2020411003112,2020,0,0,0,0,Male only,Lower severity,Day,Weekday,No young passenger
2024546328124,2024,0,0,1,0,Male only,Lower severity,Day,Weekend,No young passenger
2023440042407,2023,1,1,0,0,Female only,Higher severity,Night,Weekday,No young passenger
2021052101849,2021,0,0,0,0,Female only,Lower severity,Day,Weekday,No young passenger
2022461155649,2022,0,0,1,0,Male only,Lower severity,Day,Weekend,No young passenger
